mun_code	Kommun	municipality	mun_group_num	Kommungrupp_namn	region	mun_group_sum
1381	Laholm	1381 Laholm	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1382	Falkenberg	1382 Falkenberg	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1446	Karlsborg	1446 Karlsborg	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1461	Mellerud	1461 Mellerud	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1463	Mark	1463 Mark	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1465	Svenljunga	1465 Svenljunga	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1491	Ulricehamn	1491 Ulricehamn	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1492	Åmål	1492 Åmål	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1493	Mariestad	1493 Mariestad	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1494	Lidköping	1494 Lidköping	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1495	Skara	1495 Skara	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1499	Falköping	1499 Falköping	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1781	Kristinehamn	1781 Kristinehamn	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1785	Säffle	1785 Säffle	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1863	Hällefors	1863 Hällefors	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1981	Sala	1981 Sala	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
2029	Leksand	2029 Leksand	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
2081	Borlänge	2081 Borlänge	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
2083	Hedemora	2083 Hedemora	9	Kommuner i tätbefolkad region	SKL09 municipalities in densely populated regions (35 municipalities)	in densely populated regions
1730	Eda	1730 Eda	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
1766	Sunne	1766 Sunne	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2062	Mora	2062 Mora	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2182	Söderhamn	2182 Söderhamn	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2183	Bollnäs	2183 Bollnäs	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2184	Hudiksvall	2184 Hudiksvall	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2280	Härnösand	2280 Härnösand	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2282	Kramfors	2282 Kramfors	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2481	Lycksele	2481 Lycksele	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2505	Arvidsjaur	2505 Arvidsjaur	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2514	Kalix	2514 Kalix	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2560	Älvsbyn	2560 Älvsbyn	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2581	Piteå	2581 Piteå	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2582	Boden	2582 Boden	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2583	Haparanda	2583 Haparanda	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
2584	Kiruna	2584 Kiruna	10	Kommuner i glesbefolkad region	SKL10 municipalities in sparsely populated regions (16 municipalities)	in sparsely populated regions
